fecha,planta,linea_produccion,turno,operario,supervisor,etapa_proceso,tipo_producto,talla,color,unidades_producidas,tela_utilizada_m2,tiempo_operacion_min,tiempo_paro_min,costo_tela_m2_usd,costo_unitario_usd,unidades_defectuosas,unidades_retrabajo,tela_desperdiciada_m2,costo_desperdicio_usd,tipo_defecto,causa_raiz,porcentaje_defectos,porcentaje_merma_tela,eficiencia_linea,CRITICIDAD
3/2/2026,Planta B,L8,Noche,Hester Hintze,Ardelia Mazzey,Acabado,Deportiva,S,Blanco,288,196,192,93,3,18,79,51,29.06,1509.18,Mancha,Falla maquina,0.0,0.1483,1.0,Critico
3/3/2026,Planta A,L8,Tarde,Andi Stickley,Richardo Nesbitt,Calidad,Basica,XL,Rojo,312,146,123,103,3,7,63,23,9.9,470.7,Mancha,Materia prima defectuosa,0.0,0.0678,2.0,Critico
3/11/2026,Planta B,L5,Noche,Merline Pedrick,Dolly Blundell,Costura,Premium,XL,Blanco,466,200,421,110,4,23,209,82,29.89,4926.56,Costura defectuosa,Falla maquina,0.0,0.1495,1.0,Critico
3/3/2026,Planta B,L3,Dia,Marja Kolakowski,Lida Santhouse,Acabado,Premium,XL,Blanco,305,267,294,109,4,7,71,28,10.99,540.96,Costura defectuosa,Falla maquina,0.0,0.0412,1.0,Critico
3/3/2026,Planta A,L6,Noche,Lowell Warlow,Emlynn Coulson,Costura,Basica,XL,Azul,166,291,334,32,6,16,34,12,53.86,867.16,Corte incorrecto,Proceso ineficiente,0.0,0.1851,0.0,Bajo
3/15/2026,Planta C,L3,Dia,Ulric Sargerson,Jeri Colhoun,Corte,Premium,M,Gris,228,251,125,99,6,21,30,38,48.59,921.54,Mancha,Error humano,0.0,0.1936,1.0,Critico
3/8/2026,Planta C,L5,Noche,Nero Accum,Nerte Moorrud,Costura,Deportiva,XL,Gris,237,286,88,101,4,4,61,44,52.15,452.6,Medida incorrecta,Falla maquina,0.0,0.1823,2.0,Critico
3/15/2026,Planta B,L3,Tarde,Ingmar Lowder,Sasha Hebdon,Costura,Deportiva,S,Rojo,94,208,262,93,4,12,17,12,32.02,332.08,Medida incorrecta,Error humano,0.0,0.1539,0.0,Critico
3/23/2026,Planta A,L5,Tarde,Millie Breacher,Lonee Whooley,Calidad,Deportiva,L,Azul,387,137,135,36,8,7,85,71,5.19,636.52,Tela danada,Falla maquina,0.0,0.0379,2.0,Bajo
3/10/2026,Planta C,L8,Dia,Shermy Whitebrook,Mariam Brellin,Acabado,Basica,S,Negro,464,147,365,31,3,10,29,88,9.54,318.62,Costura defectuosa,Falla maquina,0.0,0.0649,1.0,Bajo
3/26/2026,Planta B,L4,Dia,Coraline Klee,Jo Mathiassen,Costura,Premium,XL,Blanco,203,148,368,0,6,23,46,40,11.79,1128.74,Tela danada,Falla maquina,0.0,0.0797,0.0,Bajo
3/9/2026,Planta A,L7,Dia,Alair Krinks,Joscelin Snoxill,Costura,Basica,M,Blanco,157,164,121,0,2,22,8,8,20.51,217.02,Medida incorrecta,Error humano,0.0,0.1251,1.0,Bajo
3/13/2026,Planta C,L8,Noche,Iris Coller,Boote McKerrow,Costura,Premium,S,Gris,464,187,295,81,3,24,186,34,30.02,4554.06,Costura defectuosa,Materia prima defectuosa,0.0,0.1605,1.0,Critico
3/2/2026,Planta A,L4,Tarde,Erena Cornthwaite,Sigrid Pigeram,Costura,Basica,XL,Negro,265,237,342,85,4,13,66,36,32.51,988.04,Mancha,Error humano,0.0,0.1372,0.0,Bajo
3/13/2026,Planta C,L10,Dia,Merry Harnwell,Dorothea Gave,Calidad,Premium,L,Blanco,459,225,465,29,7,16,103,42,20.52,1791.64,Tela danada,Error humano,0.0,0.0912,0.0,Bajo
3/20/2026,Planta A,L5,Tarde,Allix Wildman,Aurilia Bedboro,Calidad,Basica,S,Blanco,434,107,260,20,5,6,71,74,9.28,472.4,Costura defectuosa,Falla maquina,0.0,0.0867,1.0,Bajo
3/1/2026,Planta A,L8,Noche,Jacquelyn Sangwine,Nanette Diggell,Corte,Basica,S,Azul,239,159,169,33,3,22,92,40,43.04,2153.12,Mancha,Materia prima defectuosa,0.0,0.2707,1.0,Critico
3/4/2026,Planta A,L4,Noche,Malvin Fattore,Grissel Piniur,Calidad,Premium,XL,Negro,177,250,214,96,5,3,52,34,32.02,316.1,Mancha,Materia prima defectuosa,0.0,0.1281,0.0,Critico
3/23/2026,Planta C,L8,Dia,Torey Gerling,Dinah Mechell,Costura,Deportiva,S,Rojo,98,274,353,90,3,20,18,9,47.08,501.24,Corte incorrecto,Error humano,0.0,0.1718,0.0,Bajo
3/15/2026,Planta B,L4,Tarde,Chico Charnick,La verne Trematick,Corte,Premium,S,Negro,281,233,131,112,7,21,21,50,38.39,709.73,Medida incorrecta,Proceso ineficiente,0.0,0.1648,2.0,Critico
3/11/2026,Planta A,L4,Noche,Shelby Mort,Cordula Waterhowse,Costura,Deportiva,S,Gris,401,164,63,66,4,25,200,34,21.09,5084.36,Costura defectuosa,Error humano,0.0,0.1286,6.0,Critico
3/16/2026,Planta C,L9,Dia,Myer Engledow,Jamison Bagge,Acabado,Basica,L,Azul,201,58,287,40,7,17,20,32,5.25,376.75,Costura defectuosa,Falla maquina,0.0,0.0905,0.0,Bajo
3/20/2026,Planta A,L5,Noche,Pren Showell,Osborn McAlester,Corte,Basica,L,Rojo,221,179,156,19,4,16,68,30,38.91,1243.64,Medida incorrecta,Materia prima defectuosa,0.0,0.2174,1.0,Bajo
3/20/2026,Planta B,L1,Noche,Sue Camis,Rutger Letchford,Acabado,Deportiva,M,Negro,280,72,174,70,7,19,111,56,8.75,2170.25,Mancha,Proceso ineficiente,0.0,0.1215,1.0,Critico
3/21/2026,Planta A,L6,Tarde,Georgiana Cobden,Anatollo Brislane,Calidad,Premium,S,Azul,196,138,282,80,3,16,30,39,16.09,528.27,Mancha,Error humano,0.0,0.1166,0.0,Bajo
3/27/2026,Planta B,L4,Tarde,Ethel Padly,Shelby Limbourne,Costura,Basica,L,Azul,322,267,199,113,3,22,34,37,50.92,900.76,Medida incorrecta,Proceso ineficiente,0.0,0.1907,1.0,Critico
3/24/2026,Planta A,L5,Tarde,Jamil Bliven,Nealy Mooney,Costura,Premium,M,Rojo,408,66,182,36,8,24,64,67,2.77,1558.16,Medida incorrecta,Proceso ineficiente,0.0,0.042,2.0,Bajo
3/21/2026,Planta A,L4,Noche,Leslie Antonietti,Sayres Mapplebeck,Calidad,Premium,L,Azul,314,188,432,90,7,18,100,41,13.66,1895.62,Corte incorrecto,Materia prima defectuosa,0.0,0.0727,0.0,Bajo
3/1/2026,Planta B,L1,Noche,Nancie Vardie,Valdemar Murrison,Calidad,Basica,XL,Gris,364,109,122,34,5,3,127,70,4.39,402.95,Mancha,Proceso ineficiente,0.0,0.0403,2.0,Bajo
3/14/2026,Planta C,L10,Tarde,Benedicta Stallan,Royce Hatchette,Corte,Premium,M,Negro,437,147,98,109,8,23,23,23,49.65,926.2,Corte incorrecto,Proceso ineficiente,0.0,0.3378,4.0,Critico
3/18/2026,Planta A,L4,Tarde,Wesley Jacombs,Bondon Englefield,Calidad,Deportiva,XL,Negro,266,196,222,52,8,16,34,50,9.5,620.0,Medida incorrecta,Falla maquina,0.0,0.0485,1.0,Bajo
3/14/2026,Planta C,L9,Noche,Jaye Seifenmacher,Lanni Stonier,Costura,Deportiva,XL,Blanco,480,192,92,52,8,25,121,58,32.98,3288.84,Costura defectuosa,Falla maquina,0.0,0.1718,5.0,Critico
3/2/2026,Planta B,L3,Tarde,Ally Briars,Blisse Parsons,Corte,Basica,XL,Azul,468,291,304,68,8,23,73,46,110.72,2564.76,Medida incorrecta,Materia prima defectuosa,0.0,0.3805,1.0,Critico
3/21/2026,Planta C,L9,Dia,Ginni Nicholas,Grady Teesdale,Acabado,Deportiva,L,Azul,296,79,134,79,6,24,41,46,2.65,999.9,Tela danada,Falla maquina,0.0,0.0335,2.0,Bajo
3/4/2026,Planta A,L6,Noche,Conn Vaun,Elinor Cheesman,Acabado,Premium,L,Blanco,141,120,269,21,3,10,33,26,17.22,381.66,Tela danada,Error humano,0.0,0.1435,0.0,Bajo
3/18/2026,Planta B,L10,Noche,Greer Spaven,Magnum Lippiett,Calidad,Deportiva,XL,Negro,258,217,70,89,6,21,75,22,26.93,1736.58,Mancha,Error humano,0.0,0.1241,3.0,Bajo
3/23/2026,Planta C,L2,Dia,Elsa De la Perrelle,Dionisio Inch,Costura,Basica,M,Rojo,431,182,136,55,6,10,39,79,10.0,450.0,Costura defectuosa,Materia prima defectuosa,0.0,0.0549,3.0,Bajo
3/15/2026,Planta C,L4,Noche,Freddi Dingivan,Genna Prinnett,Costura,Premium,S,Blanco,289,235,385,80,3,22,62,20,9.55,1392.65,Costura defectuosa,Materia prima defectuosa,0.0,0.0406,0.0,Bajo
3/18/2026,Planta C,L8,Dia,Cathrine Brelsford,Maighdiln Sallan,Calidad,Deportiva,XL,Negro,314,214,225,112,4,17,77,31,21.02,1393.08,Mancha,Falla maquina,0.0,0.0982,1.0,Critico
3/27/2026,Planta A,L5,Noche,Talia Sirey,Bradley Beinisch,Acabado,Deportiva,L,Negro,314,259,180,65,8,19,70,21,38.31,1636.48,Medida incorrecta,Proceso ineficiente,0.0,0.1479,1.0,Bajo
3/6/2026,Planta C,L1,Noche,Jeni Melvin,Filia O'Gorman,Costura,Premium,S,Azul,369,253,209,74,2,5,183,60,10.78,936.56,Tela danada,Error humano,0.0,0.0426,1.0,Bajo
3/21/2026,Planta B,L1,Noche,Jim Tomik,Hadrian Rodger,Acabado,Premium,L,Azul,498,145,372,2,3,11,172,92,12.17,1928.51,Mancha,Materia prima defectuosa,0.0,0.0839,1.0,Bajo
3/22/2026,Planta B,L8,Noche,Ronnie Cussen,Vivi Cheves,Corte,Basica,S,Negro,276,178,359,53,2,7,63,28,71.15,583.3,Costura defectuosa,Error humano,0.0,0.3997,0.0,Bajo
3/8/2026,Planta A,L10,Dia,Tanner Sams,Laird Filippone,Calidad,Premium,XL,Rojo,85,99,350,100,7,3,14,6,18.51,171.57,Corte incorrecto,Falla maquina,0.0,0.187,0.0,Critico
3/8/2026,Planta A,L8,Dia,Deana Pinnocke,Kirby Devonside,Calidad,Deportiva,L,Rojo,462,80,461,107,8,19,92,32,10.24,1829.92,Costura defectuosa,Error humano,0.0,0.128,1.0,Critico
3/17/2026,Planta B,L10,Noche,Giorgia Thomesson,Claudius Rogge,Costura,Basica,L,Azul,266,66,80,109,2,11,126,37,4.26,1394.52,Mancha,Materia prima defectuosa,0.0,0.0645,3.0,Critico
3/30/2026,Planta B,L6,Dia,Kinnie Worsnip,Gordon Swadlen,Costura,Premium,M,Gris,300,142,332,28,5,22,72,33,12.57,1646.85,Corte incorrecto,Proceso ineficiente,0.0,0.0885,0.0,Bajo
3/2/2026,Planta C,L3,Noche,Juan Iggulden,Thacher Yokley,Costura,Deportiva,S,Negro,231,300,156,110,2,3,79,43,34.09,305.18,Mancha,Falla maquina,0.0,0.1136,1.0,Critico
3/25/2026,Planta B,L3,Dia,Standford Laurenson,Yehudi Fauning,Corte,Premium,M,Gris,98,271,265,64,2,24,13,13,47.84,407.68,Mancha,Falla maquina,0.0,0.1765,0.0,Bajo
3/26/2026,Planta C,L5,Noche,Fair Shobrook,Emery McCory,Costura,Deportiva,S,Azul,312,84,66,93,5,9,116,44,14.32,1115.6,Corte incorrecto,Error humano,0.0,0.1705,4.0,Critico
3/28/2026,Planta B,L8,Tarde,Shanan Molloy,Walt Lakeman,Calidad,Premium,XL,Rojo,334,289,460,16,5,16,41,51,43.51,873.55,Costura defectuosa,Error humano,0.0,0.1506,0.0,Bajo
3/7/2026,Planta C,L7,Noche,Oliver Russon,Nevil Van den Bosch,Calidad,Premium,M,Blanco,157,218,62,34,6,18,76,20,26.07,1524.42,Tela danada,Materia prima defectuosa,0.0,0.1196,2.0,Bajo
3/17/2026,Planta A,L6,Noche,Rene Scully,Liesa Russ,Corte,Basica,XL,Rojo,336,275,304,56,4,20,98,18,44.89,2139.56,Medida incorrecta,Materia prima defectuosa,0.0,0.1632,1.0,Critico
3/13/2026,Planta B,L3,Tarde,Reyna Giroldi,Palmer Rickert,Costura,Basica,M,Rojo,183,238,82,15,3,9,26,13,41.17,357.51,Costura defectuosa,Error humano,0.0,0.173,2.0,Bajo
3/9/2026,Planta C,L10,Noche,Carley Gohier,Ollie Keelan,Acabado,Basica,S,Negro,167,104,317,44,3,22,82,32,13.26,1843.78,Mancha,Materia prima defectuosa,0.0,0.1275,0.0,Bajo
3/19/2026,Planta C,L5,Noche,Marchelle Brownbill,Terri-jo Goddard,Calidad,Deportiva,M,Gris,339,261,254,84,5,14,82,37,48.51,1390.55,Medida incorrecta,Proceso ineficiente,0.0,0.1859,1.0,Bajo
3/18/2026,Planta A,L6,Dia,Welbie Dufton,Ilene Peert,Acabado,Deportiva,M,Gris,381,107,110,106,3,4,47,48,20.88,250.64,Costura defectuosa,Falla maquina,0.0,0.1951,3.0,Critico
3/28/2026,Planta C,L1,Dia,Wilhelmina Momford,Karry Allright,Costura,Basica,L,Rojo,107,176,166,56,6,16,16,19,32.71,452.26,Tela danada,Error humano,0.0,0.1859,0.0,Bajo
3/7/2026,Planta A,L6,Dia,Siouxie Peschke,Nikos Scane,Calidad,Deportiva,XL,Blanco,450,82,443,96,5,3,112,62,13.87,405.35,Costura defectuosa,Falla maquina,0.0,0.1691,1.0,Critico
3/7/2026,Planta B,L6,Noche,Heinrick Turfus,Ardyth Stilly,Acabado,Deportiva,M,Negro,128,233,227,105,4,3,59,21,17.31,246.24,Tela danada,Error humano,0.0,0.0743,0.0,Critico
3/1/2026,Planta C,L4,Dia,Dori Balk,Chilton Tungay,Calidad,Premium,S,Azul,330,268,327,17,4,24,46,23,12.15,1152.6,Mancha,Materia prima defectuosa,0.0,0.0453,1.0,Bajo
3/5/2026,Planta A,L2,Noche,Rayna Baitey,Friedrick Curado,Calidad,Basica,L,Azul,499,149,212,108,5,16,207,60,21.48,3419.4,Medida incorrecta,Proceso ineficiente,0.0,0.1442,2.0,Critico
3/3/2026,Planta C,L6,Noche,Jeremy Baxendale,Kissie Dadley,Calidad,Basica,M,Rojo,215,270,162,94,5,17,65,40,40.08,1305.4,Tela danada,Falla maquina,0.0,0.1484,1.0,Critico
3/13/2026,Planta C,L7,Noche,Lynna Wyborn,Stearn Collecott,Costura,Deportiva,L,Azul,268,143,409,84,5,10,105,34,20.77,1153.85,Medida incorrecta,Falla maquina,0.0,0.1452,0.0,Bajo
3/15/2026,Planta B,L5,Tarde,Bert Pomphrett,Paxton Shadbolt,Calidad,Deportiva,XL,Negro,438,176,383,96,7,3,55,58,15.39,272.73,Tela danada,Proceso ineficiente,0.0,0.0874,1.0,Critico
3/1/2026,Planta B,L8,Tarde,Joyous Guillotin,Boone Nutley,Acabado,Premium,S,Rojo,99,128,213,105,8,12,11,10,22.53,312.24,Tela danada,Falla maquina,0.0,0.176,0.0,Critico
3/1/2026,Planta A,L7,Tarde,Charlotte Lamplough,Thorin Pessel,Corte,Basica,S,Azul,464,294,383,116,4,25,115,70,87.36,3224.44,Corte incorrecto,Falla maquina,0.0,0.2971,1.0,Critico
3/3/2026,Planta C,L4,Dia,Estelle Merill,Merrill Gallaccio,Acabado,Basica,XL,Gris,185,288,287,71,7,25,20,15,53.37,873.59,Medida incorrecta,Proceso ineficiente,0.0,0.1853,0.0,Bajo
3/30/2026,Planta A,L1,Dia,Etta Ambrosch,Gloriane MacNish,Corte,Deportiva,L,Rojo,147,216,282,46,6,16,35,12,60.72,924.32,Mancha,Error humano,0.0,0.2811,0.0,Bajo
3/28/2026,Planta B,L9,Tarde,Eric Cornels,Chlo Dennington,Acabado,Deportiva,M,Azul,305,128,394,58,7,9,34,60,4.82,339.74,Tela danada,Proceso ineficiente,0.0,0.0377,0.0,Bajo
3/21/2026,Planta B,L10,Noche,Tana Elsy,Nola Salisbury,Costura,Deportiva,XL,Azul,146,186,348,63,8,22,60,18,32.38,1579.04,Mancha,Materia prima defectuosa,0.0,0.1741,0.0,Bajo
3/6/2026,Planta C,L5,Tarde,Rubina Begent,Kirk End,Costura,Deportiva,S,Negro,156,220,381,10,7,16,37,18,36.72,849.04,Corte incorrecto,Falla maquina,0.0,0.1669,0.0,Bajo
3/26/2026,Planta C,L1,Tarde,Ezekiel Vaisey,Margaux Gregh,Corte,Deportiva,L,Azul,83,81,258,45,6,19,16,14,14.37,390.22,Tela danada,Error humano,0.0,0.1774,0.0,Bajo
3/8/2026,Planta C,L8,Dia,Saleem Hachard,Warner Bloys,Calidad,Basica,L,Blanco,223,190,301,80,2,25,18,13,21.78,493.56,Costura defectuosa,Falla maquina,0.0,0.1146,0.0,Bajo
3/3/2026,Planta B,L3,Noche,Cord Gronw,Armin Gethyn,Calidad,Deportiva,M,Rojo,381,99,85,81,7,7,105,34,17.0,854.0,Costura defectuosa,Error humano,0.0,0.1717,4.0,Bajo
3/5/2026,Planta A,L10,Noche,Rogerio Ownsworth,Fairlie Dwyer,Corte,Premium,S,Blanco,103,221,354,90,8,18,27,16,61.49,977.92,Corte incorrecto,Materia prima defectuosa,0.0,0.2782,0.0,Bajo
3/15/2026,Planta B,L5,Dia,Thornton Scouller,Valentine Sagerson,Costura,Deportiva,S,Rojo,365,153,160,32,6,4,30,50,19.04,234.24,Medida incorrecta,Materia prima defectuosa,0.0,0.1244,2.0,Bajo
3/15/2026,Planta C,L5,Dia,Jenica Grinley,Frederique Woan,Corte,Basica,S,Blanco,342,230,301,19,7,24,42,44,25.29,1185.03,Mancha,Falla maquina,0.0,0.11,1.0,Bajo
3/27/2026,Planta A,L10,Dia,Bonita Pagin,Skyler Lissandre,Corte,Basica,M,Negro,88,123,84,73,2,22,15,5,23.86,377.72,Mancha,Error humano,0.0,0.194,1.0,Bajo
3/7/2026,Planta B,L9,Tarde,Emmy Cahan,Ursulina Brewitt,Corte,Deportiva,M,Blanco,493,235,169,109,3,21,116,95,34.75,2540.25,Mancha,Falla maquina,0.0,0.1479,2.0,Critico
3/14/2026,Planta A,L4,Dia,Ralph Davys,Reinald Borborough,Corte,Premium,M,Gris,158,234,331,34,3,5,28,9,82.38,387.14,Corte incorrecto,Proceso ineficiente,0.0,0.3521,0.0,Bajo
3/4/2026,Planta B,L4,Noche,Caprice O'Lehane,Tedmund Deuss,Costura,Basica,S,Azul,245,243,444,92,8,15,102,23,12.57,1630.56,Mancha,Error humano,0.0,0.0517,0.0,Critico
3/21/2026,Planta C,L9,Noche,Farris Kienl,Peyton Anthoney,Corte,Premium,S,Negro,198,150,437,99,8,8,91,36,34.21,1001.68,Mancha,Materia prima defectuosa,0.0,0.2281,0.0,Critico
3/4/2026,Planta C,L10,Tarde,Lorin Fackney,Zsazsa Yushmanov,Costura,Basica,M,Gris,112,188,469,37,8,22,14,9,12.54,408.32,Medida incorrecta,Falla maquina,0.0,0.0667,0.0,Bajo
3/8/2026,Planta C,L6,Dia,Fields Flay,Beverie Emslie,Corte,Premium,L,Gris,205,277,67,94,2,5,45,13,44.64,314.28,Costura defectuosa,Falla maquina,0.0,0.1612,3.0,Critico
3/13/2026,Planta B,L5,Dia,Wolfie Mortel,Izzy Gajewski,Acabado,Deportiva,XL,Azul,369,229,101,10,2,15,21,37,18.04,351.08,Corte incorrecto,Falla maquina,0.0,0.0788,3.0,Bajo
3/8/2026,Planta A,L3,Dia,Heda Davidavidovics,Tuesday Wyrill,Acabado,Premium,XL,Negro,315,289,158,6,7,23,57,32,25.87,1492.09,Corte incorrecto,Proceso ineficiente,0.0,0.0895,1.0,Bajo
3/27/2026,Planta B,L3,Dia,Yance Catterill,Annadiana Maskew,Calidad,Basica,L,Azul,379,288,100,28,2,9,71,23,26.8,692.6,Costura defectuosa,Falla maquina,0.0,0.0931,3.0,Bajo
3/11/2026,Planta A,L6,Noche,Town Cordaroy,Torrence Cordero,Corte,Basica,XL,Azul,246,285,99,37,8,13,87,36,61.52,1623.16,Costura defectuosa,Falla maquina,0.0,0.2159,2.0,Bajo
3/23/2026,Planta C,L9,Noche,Ware Jerg,Ardath Welbrock,Calidad,Basica,XL,Negro,89,160,251,88,4,25,24,8,22.97,691.88,Costura defectuosa,Materia prima defectuosa,0.0,0.1436,0.0,Bajo
3/15/2026,Planta C,L9,Noche,Justinian Hanshawe,Maximo Treadway,Costura,Deportiva,L,Blanco,96,224,116,47,7,21,40,7,12.25,925.75,Tela danada,Materia prima defectuosa,0.0,0.0547,0.0,Bajo
3/11/2026,Planta C,L4,Tarde,Angeli Tapner,Wait Call,Acabado,Premium,XL,Blanco,116,237,274,23,7,8,12,9,12.96,186.72,Corte incorrecto,Proceso ineficiente,0.0,0.0547,0.0,Bajo
3/16/2026,Planta C,L6,Tarde,Alvira Primak,Clem Mallatratt,Calidad,Deportiva,M,Negro,260,225,422,1,2,12,29,14,36.32,420.64,Tela danada,Proceso ineficiente,0.0,0.1614,0.0,Bajo
3/28/2026,Planta A,L7,Noche,Una Webb,Vivianne Murford,Costura,Premium,M,Azul,384,291,108,1,6,11,180,71,33.59,2181.54,Tela danada,Falla maquina,0.0,0.1154,3.0,Critico
3/7/2026,Planta A,L9,Tarde,Zak Eite,Mikey Cranke,Corte,Premium,M,Blanco,185,211,308,33,6,10,21,35,60.7,574.2,Tela danada,Falla maquina,0.0,0.2877,0.0,Bajo
3/20/2026,Planta A,L10,Noche,Xylia Mathiasen,Gardy Humbey,Costura,Premium,L,Blanco,305,195,310,78,5,18,77,52,21.22,1492.1,Mancha,Materia prima defectuosa,0.0,0.1088,0.0,Bajo
3/26/2026,Planta A,L2,Dia,Abbey Pittle,Consuelo Matanin,Costura,Premium,S,Blanco,211,238,136,83,6,20,27,35,41.57,789.42,Costura defectuosa,Proceso ineficiente,0.0,0.1747,1.0,Bajo
3/14/2026,Planta B,L7,Dia,Lindsey Pearcey,Quillan Somerfield,Costura,Premium,XL,Negro,324,116,180,63,6,8,65,28,11.32,587.92,Tela danada,Materia prima defectuosa,0.0,0.0976,1.0,Bajo
3/14/2026,Planta B,L4,Dia,Pippo Jerrans,Casey Zorzoni,Costura,Basica,S,Rojo,101,230,146,70,5,20,9,10,16.52,262.6,Tela danada,Proceso ineficiente,0.0,0.0718,0.0,Bajo
3/25/2026,Planta B,L8,Tarde,Nevil Greves,Pavla Kleynen,Calidad,Deportiva,S,Gris,418,224,324,107,2,21,94,76,15.53,2005.06,Medida incorrecta,Error humano,0.0,0.0693,1.0,Critico
3/2/2026,Planta A,L7,Dia,Linnie Dagon,Andra Bowden,Costura,Deportiva,M,Rojo,371,88,304,73,3,12,81,29,10.61,1003.83,Corte incorrecto,Proceso ineficiente,0.0,0.1206,1.0,Bajo
3/29/2026,Planta B,L8,Tarde,Amitie Heare,Pete Dransfield,Acabado,Premium,L,Rojo,88,278,435,26,5,17,20,8,17.83,429.15,Medida incorrecta,Materia prima defectuosa,0.0,0.0641,0.0,Bajo
3/23/2026,Planta B,L8,Noche,Minta Antal,Nicol Moyse,Calidad,Premium,XL,Rojo,277,252,443,40,5,19,97,40,30.89,1997.45,Costura defectuosa,Error humano,0.0,0.1226,0.0,Bajo
3/22/2026,Planta A,L5,Tarde,Orsola Kramer,Niels Koppen,Calidad,Basica,S,Blanco,289,54,368,112,2,22,56,42,9.09,1250.18,Costura defectuosa,Error humano,0.0,0.1683,0.0,Critico
3/26/2026,Planta B,L7,Tarde,Ermina Aingel,Dicky Askaw,Calidad,Deportiva,XL,Azul,223,300,364,63,5,20,52,16,14.91,1114.55,Costura defectuosa,Falla maquina,0.0,0.0497,0.0,Bajo
3/4/2026,Planta A,L1,Noche,Olva Finder,Raye Thirtle,Corte,Basica,S,Blanco,302,212,263,88,2,25,82,54,61.78,2173.56,Medida incorrecta,Proceso ineficiente,0.0,0.2914,1.0,Critico
3/12/2026,Planta B,L9,Tarde,Brander Glowacki,Taffy Dirkin,Calidad,Basica,XL,Negro,291,200,277,42,4,8,43,31,37.18,492.72,Costura defectuosa,Materia prima defectuosa,0.0,0.1859,1.0,Bajo
3/25/2026,Planta A,L5,Noche,Eric Minette,Ricca Jean,Costura,Deportiva,S,Rojo,247,76,166,60,6,21,67,37,14.13,1491.78,Mancha,Falla maquina,0.0,0.1859,1.0,Bajo
3/29/2026,Planta B,L6,Tarde,Bobbee Sudron,Cy Muriel,Costura,Basica,XL,Rojo,298,271,214,107,5,21,46,45,42.28,1177.4,Mancha,Falla maquina,0.0,0.156,1.0,Critico
3/3/2026,Planta A,L9,Dia,Marylin Abelwhite,Lanny Yirrell,Acabado,Basica,L,Blanco,487,208,445,81,3,8,46,52,21.84,433.52,Corte incorrecto,Error humano,0.0,0.105,1.0,Bajo
3/29/2026,Planta A,L2,Noche,Karin Dallosso,Corrianne Whitely,Calidad,Deportiva,L,Gris,380,224,240,85,3,13,149,34,11.77,1972.31,Mancha,Falla maquina,0.0,0.0525,1.0,Bajo
3/24/2026,Planta A,L7,Tarde,Marv Lotte,Noell Van den Dael,Costura,Basica,S,Rojo,379,89,372,56,7,12,92,21,14.02,1202.14,Medida incorrecta,Falla maquina,0.0,0.1575,1.0,Bajo
3/29/2026,Planta A,L7,Dia,Melesa Reaveley,Carmina Vokins,Calidad,Premium,XL,Rojo,175,102,273,1,7,23,41,32,12.64,1031.48,Medida incorrecta,Materia prima defectuosa,0.0,0.1239,0.0,Bajo
3/14/2026,Planta A,L8,Noche,Obed Selman,Donelle Evanson,Acabado,Deportiva,L,Gris,266,234,416,109,6,7,79,39,30.45,735.7,Mancha,Error humano,0.0,0.1301,0.0,Critico
3/20/2026,Planta C,L8,Dia,Markos Worlock,Grier Rogge,Calidad,Deportiva,L,Negro,459,272,393,83,2,12,87,61,24.67,1093.34,Mancha,Materia prima defectuosa,0.0,0.0907,1.0,Bajo
3/30/2026,Planta A,L9,Tarde,Charmine Loins,Lydia Menichi,Calidad,Basica,XL,Blanco,372,64,174,66,2,10,49,21,12.67,515.34,Corte incorrecto,Error humano,0.0,0.198,2.0,Bajo
3/22/2026,Planta A,L7,Tarde,Meredithe Baddeley,Ezequiel Rillstone,Costura,Basica,M,Gris,181,260,239,100,4,25,17,22,22.0,513.0,Medida incorrecta,Falla maquina,0.0,0.0846,0.0,Critico
3/17/2026,Planta C,L10,Tarde,Matthew Petrasso,Ransell Georgeot,Calidad,Premium,M,Blanco,191,65,213,41,5,19,45,30,3.01,870.05,Tela danada,Proceso ineficiente,0.0,0.0463,0.0,Bajo
3/20/2026,Planta B,L4,Noche,Robenia Grigsby,Valeria Hodjetts,Costura,Basica,M,Rojo,353,267,223,101,2,8,78,21,44.9,713.8,Tela danada,Proceso ineficiente,0.0,0.1682,1.0,Critico
3/1/2026,Planta B,L8,Dia,Clementius Gilford,Kristoffer Lickess,Calidad,Deportiva,L,Negro,85,190,421,46,3,10,19,14,17.56,242.68,Mancha,Materia prima defectuosa,0.0,0.0924,0.0,Bajo
3/1/2026,Planta B,L7,Tarde,Ilsa Minker,Clemmy Lummasana,Corte,Basica,L,Rojo,103,64,446,119,5,8,19,7,10.12,202.6,Corte incorrecto,Proceso ineficiente,0.0,0.1581,0.0,Critico
3/20/2026,Planta C,L4,Tarde,Domingo Harford,Bordie Eytel,Corte,Premium,S,Blanco,193,134,83,84,5,7,36,13,20.98,356.9,Medida incorrecta,Falla maquina,0.0,0.1566,2.0,Bajo
3/25/2026,Planta B,L10,Tarde,Joey Pavyer,Kristofer Haste,Acabado,Basica,S,Rojo,295,163,477,66,7,13,48,52,5.15,660.05,Mancha,Error humano,0.0,0.0316,0.0,Bajo
3/12/2026,Planta C,L9,Dia,Damien Baltzar,Jeddy Roles,Corte,Basica,XL,Gris,315,277,459,67,8,13,29,52,94.03,1129.24,Tela danada,Materia prima defectuosa,0.0,0.3395,0.0,Bajo
